volume,author_id,work_id,book,books_in_osis,chapter_start,verse_start,testament_group,osis_ref,passage
volume_1,mathetes,epistle_of_mathetes_to_diognetus,1Tim,1Tim,3,16,new_testament,Bible:1Tim.3.16,1 Tim. iii. 16
volume_1,mathetes,epistle_of_mathetes_to_diognetus,1Cor,1Cor,8,1,new_testament,Bible:1Cor.8.1,1 Cor. viii. 1
volume_1,mathetes,epistle_of_mathetes_to_diognetus,Rev,Rev,5,9,new_testament,Bible:Rev.5.9,Rev. v. 9
volume_1,mathetes,epistle_of_mathetes_to_diognetus,Rev,Rev,19,7,new_testament,Bible:Rev.19.7,Rev. xix. 7
volume_1,mathetes,epistle_of_mathetes_to_diognetus,Rev,Rev,20,5,new_testament,Bible:Rev.20.5,Rev. xx. 5
volume_1,mathetes,epistle_of_mathetes_to_diognetus,1Pet,1Pet,5,3,new_testament,Bible:1Pet.5.3,1 Pet. v. 3
volume_1,polycarp,epistle_to_the_philippians,Phil,Phil,1,5,new_testament,Bible:Phil.1.5,Phil. i. 5
volume_1,polycarp,epistle_to_the_philippians,Acts,Acts,2,24,new_testament,Bible:Acts.2.24,Acts ii. 24
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,1,8,new_testament,Bible:1Pet.1.8,1 Pet. i. 8
volume_1,polycarp,epistle_to_the_philippians,Eph,Eph,2,8,new_testament,Bible:Eph.2.8-Eph.2.9,"Eph. ii. 8, 9"
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,1,13,new_testament,Bible:1Pet.1.13,1 Pet. i. 13
volume_1,polycarp,epistle_to_the_philippians,Eph,Eph,6,14,new_testament,Bible:Eph.6.14,Eph. vi. 14
volume_1,polycarp,epistle_to_the_philippians,Ps,Ps,2,11,old_testament_or_other,Bible:Ps.2.11,Ps. ii. 11
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,1,21,new_testament,Bible:1Pet.1.21,1 Pet. i. 21
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,3,22,new_testament,Bible:1Pet.3.22,1 Pet. iii. 22
volume_1,polycarp,epistle_to_the_philippians,Phil,Phil,2,10,new_testament,Bible:Phil.2.10,Phil. ii. 10
volume_1,polycarp,epistle_to_the_philippians,Acts,Acts,17,31,new_testament,Bible:Acts.17.31,Acts xvii. 31
volume_1,polycarp,epistle_to_the_philippians,1Cor,1Cor,6,14,new_testament,Bible:1Cor.6.14,1 Cor. vi. 14
volume_1,polycarp,epistle_to_the_philippians,2Cor,2Cor,4,14,new_testament,Bible:2Cor.4.14,2 Cor. iv. 14
volume_1,polycarp,epistle_to_the_philippians,Rom,Rom,8,11,new_testament,Bible:Rom.8.11,Rom. viii. 11
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,3,9,new_testament,Bible:1Pet.3.9,1 Pet. iii. 9
volume_1,polycarp,epistle_to_the_philippians,Matt,Matt,7,1,new_testament,Bible:Matt.7.1,Matt. vii. 1
volume_1,polycarp,epistle_to_the_philippians,Matt,Matt|Matt,6,12,new_testament,Bible:Matt.6.12 Bible:Matt.6.14,"Matt. vi. 12, 14"
volume_1,polycarp,epistle_to_the_philippians,Luke,Luke,6,37,new_testament,Bible:Luke.6.37,Luke vi. 37
volume_1,polycarp,epistle_to_the_philippians,Luke,Luke,6,36,new_testament,Bible:Luke.6.36,Luke vi. 36
volume_1,polycarp,epistle_to_the_philippians,Matt,Matt,7,2,new_testament,Bible:Matt.7.2,Matt. vii. 2
volume_1,polycarp,epistle_to_the_philippians,Luke,Luke,6,38,new_testament,Bible:Luke.6.38,Luke vi. 38
volume_1,polycarp,epistle_to_the_philippians,Matt,Matt|Matt,5,3,new_testament,Bible:Matt.5.3 Bible:Matt.5.10,"Matt. v. 3, 10"
volume_1,polycarp,epistle_to_the_philippians,Luke,Luke,6,20,new_testament,Bible:Luke.6.20,Luke vi. 20
volume_1,polycarp,epistle_to_the_philippians,2Pet,2Pet,3,15,new_testament,Bible:2Pet.3.15,2 Pet. iii. 15
volume_1,polycarp,epistle_to_the_philippians,Gal,Gal,4,26,new_testament,Bible:Gal.4.26,Gal. iv. 26
volume_1,polycarp,epistle_to_the_philippians,1Tim,1Tim,6,10,new_testament,Bible:1Tim.6.10,1 Tim. vi. 10
volume_1,polycarp,epistle_to_the_philippians,1Tim,1Tim,6,7,new_testament,Bible:1Tim.6.7,1 Tim. vi. 7
volume_1,polycarp,epistle_to_the_philippians,Eph,Eph,6,11,new_testament,Bible:Eph.6.11,Eph. vi. 11
volume_1,polycarp,epistle_to_the_philippians,1Thess,1Thess,5,17,new_testament,Bible:1Thess.5.17,1 Thess. v. 17
volume_1,polycarp,epistle_to_the_philippians,Gal,Gal,6,7,new_testament,Bible:Gal.6.7,Gal. vi. 7
volume_1,polycarp,epistle_to_the_philippians,1Tim,1Tim,3,8,new_testament,Bible:1Tim.3.8,1 Tim. iii. 8
volume_1,polycarp,epistle_to_the_philippians,Matt,Matt,20,28,new_testament,Bible:Matt.20.28,Matt. xx. 28
volume_1,polycarp,epistle_to_the_philippians,Phil,Phil,1,27,new_testament,Bible:Phil.1.27,Phil. i. 27
volume_1,polycarp,epistle_to_the_philippians,2Tim,2Tim,2,12,new_testament,Bible:2Tim.2.12,2 Tim. ii. 12
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,2,11,new_testament,Bible:1Pet.2.11,1 Pet. ii. 11
volume_1,polycarp,epistle_to_the_philippians,1Cor,1Cor,6,9,new_testament,Bible:1Cor.6.9-1Cor.6.10,"1 Cor. vi. 9, 10"
volume_1,polycarp,epistle_to_the_philippians,Rom,Rom,12,17,new_testament,Bible:Rom.12.17,Rom. xii. 17
volume_1,polycarp,epistle_to_the_philippians,2Cor,2Cor,8,31,new_testament,Bible:2Cor.8.31,2 Cor. viii. 31
volume_1,polycarp,epistle_to_the_philippians,Matt,Matt,6,12,new_testament,Bible:Matt.6.12-Matt.6.14,Matt. vi. 12–14
volume_1,polycarp,epistle_to_the_philippians,Rom,Rom,14,10,new_testament,Bible:Rom.14.10-Rom.14.12,Rom. xiv. 10–12
volume_1,polycarp,epistle_to_the_philippians,2Cor,2Cor,5,10,new_testament,Bible:2Cor.5.10,2 Cor. v. 10
volume_1,polycarp,epistle_to_the_philippians,1John,1John,4,3,new_testament,Bible:1John.4.3,1 John iv. 3
volume_1,polycarp,epistle_to_the_philippians,Jude,Jude,1,3,new_testament,Bible:Jude.1.3,Jude 3
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,4,7,new_testament,Bible:1Pet.4.7,1 Pet. iv. 7
volume_1,polycarp,epistle_to_the_philippians,Matt,Matt,6,13,new_testament,Bible:Matt.6.13,Matt. vi. 13
volume_1,polycarp,epistle_to_the_philippians,Matt,Matt,26,41,new_testament,Bible:Matt.26.41,Matt. xxvi. 41
volume_1,polycarp,epistle_to_the_philippians,Mark,Mark,14,38,new_testament,Bible:Mark.14.38,Mark xiv. 38
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,2,24,new_testament,Bible:1Pet.2.24,1 Pet. ii. 24
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,2,22,new_testament,Bible:1Pet.2.22,1 Pet. ii. 22
volume_1,polycarp,epistle_to_the_philippians,1John,1John,4,9,new_testament,Bible:1John.4.9,1 John iv. 9
volume_1,polycarp,epistle_to_the_philippians,Acts,Acts,5,41,new_testament,Bible:Acts.5.41,Acts v. 41
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,4,16,new_testament,Bible:1Pet.4.16,1 Pet. iv. 16
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,2,21,new_testament,Bible:1Pet.2.21,1 Pet. ii. 21
volume_1,polycarp,epistle_to_the_philippians,Phil,Phil,2,16,new_testament,Bible:Phil.2.16,Phil. ii. 16
volume_1,polycarp,epistle_to_the_philippians,Gal,Gal,2,2,new_testament,Bible:Gal.2.2,Gal. ii. 2
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,2,17,new_testament,Bible:1Pet.2.17,1 Pet. ii. 17
volume_1,polycarp,epistle_to_the_philippians,Tob,Tob,4,10,deuterocanonical,Bible:Tob.4.10,Tobit iv. 10
volume_1,polycarp,epistle_to_the_philippians,Tob,Tob,12,9,deuterocanonical,Bible:Tob.12.9,Tobit xii. 9
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,5,5,new_testament,Bible:1Pet.5.5,1 Pet. v. 5
volume_1,polycarp,epistle_to_the_philippians,1Pet,1Pet,2,12,new_testament,Bible:1Pet.2.12,1 Pet. ii. 12
volume_1,polycarp,epistle_to_the_philippians,Isa,Isa,52,5,old_testament_or_other,Bible:Isa.52.5,Isa. lii. 5
volume_1,polycarp,epistle_to_the_philippians,1Thess,1Thess,5,22,new_testament,Bible:1Thess.5.22,1 Thess. v. 22
volume_1,polycarp,epistle_to_the_philippians,1Cor,1Cor,6,2,new_testament,Bible:1Cor.6.2,1 Cor. vi. 2
volume_1,polycarp,epistle_to_the_philippians,2Thess,2Thess,3,15,new_testament,Bible:2Thess.3.15,2 Thess. iii. 15
volume_1,polycarp,epistle_to_the_philippians,1Cor,1Cor,12,26,new_testament,Bible:1Cor.12.26,1 Cor. xii. 26
volume_1,polycarp,epistle_to_the_philippians,Ps,Ps,4,5,old_testament_or_other,Bible:Ps.4.5,Ps. iv. 5
volume_1,polycarp,epistle_to_the_philippians,Eph,Eph,4,26,new_testament,Bible:Eph.4.26,Eph. iv. 26
volume_1,polycarp,epistle_to_the_philippians,Gal,Gal,1,1,new_testament,Bible:Gal.1.1,Gal. i. 1
volume_1,polycarp,epistle_to_the_philippians,1Tim,1Tim,2,2,new_testament,Bible:1Tim.2.2,1 Tim. ii. 2
volume_1,polycarp,epistle_to_the_philippians,Matt,Matt,5,44,new_testament,Bible:Matt.5.44,Matt. v. 44
volume_1,polycarp,martyrdom_of_polycarp,1Cor,1Cor,2,9,new_testament,Bible:1Cor.2.9,1 Cor. ii. 9
volume_1,polycarp,martyrdom_of_polycarp,Matt,Matt,10,23,new_testament,Bible:Matt.10.23,Matt. x. 23
volume_1,polycarp,martyrdom_of_polycarp,Matt,Matt,26,55,new_testament,Bible:Matt.26.55,Matt. xxvi. 55
volume_1,polycarp,martyrdom_of_polycarp,Matt,Matt,6,10,new_testament,Bible:Matt.6.10,Matt. vi. 10
volume_1,polycarp,martyrdom_of_polycarp,Acts,Acts,21,14,new_testament,Bible:Acts.21.14,Acts xxi. 14
volume_1,polycarp,martyrdom_of_polycarp,Rom,Rom,13,1,new_testament,Bible:Rom.13.1-Rom.13.7,Rom. xiii. 1–7
volume_1,polycarp,martyrdom_of_polycarp,Titus,Titus,3,1,new_testament,Bible:Titus.3.1,Tit. iii. 1
volume_1,polycarp,martyrdom_of_polycarp,Matt,Matt,20,22,new_testament,Bible:Matt.20.22,Matt. xx. 22
volume_1,polycarp,martyrdom_of_polycarp,Matt,Matt,26,39,new_testament,Bible:Matt.26.39,Matt. xxvi. 39
volume_1,polycarp,martyrdom_of_polycarp,Mark,Mark,10,38,new_testament,Bible:Mark.10.38,Mark x. 38
volume_1,polycarp,martyrdom_of_polycarp,1Pet,1Pet,3,18,new_testament,Bible:1Pet.3.18,1 Pet. iii. 18
volume_1,ignatius,epistles_of_ignatius,Matt,Matt,18,2,new_testament,Bible:Matt.18.2,Matt. xviii. 2
volume_1,ignatius,epistles_of_ignatius,Rev,Rev,2,10,new_testament,Bible:Rev.2.10,Rev. ii. 10
volume_1,ignatius,epistles_of_ignatius,2Cor,2Cor,6,16,new_testament,Bible:2Cor.6.16,2 Cor. vi. 16
volume_1,ignatius,epistles_of_ignatius,Eph,Eph,5,1,new_testament,Bible:Eph.5.1,Eph. v. 1
volume_1,ignatius,epistles_of_ignatius,2Tim,2Tim,1,6,new_testament,Bible:2Tim.1.6,2 Tim. i. 6
volume_1,ignatius,epistles_of_ignatius,Eph,Eph,5,2,new_testament,Bible:Eph.5.2,Eph. v. 2
volume_1,ignatius,epistles_of_ignatius,1Cor,1Cor,16,18,new_testament,Bible:1Cor.16.18,1 Cor. xvi. 18
volume_1,ignatius,epistles_of_ignatius,1Cor,1Cor,1,10,new_testament,Bible:1Cor.1.10,1 Cor. i. 10
volume_1,ignatius,epistles_of_ignatius,2Tim,2Tim,1,16,new_testament,Bible:2Tim.1.16,2 Tim. i. 16
volume_1,ignatius,epistles_of_ignatius,Phlm,Phlm|Phlm,1,8,new_testament,Bible:Phlm.1.8 Bible:Phlm.1.9,"Philem. 8, 9"
volume_1,ignatius,epistles_of_ignatius,John,John,8,29,new_testament,Bible:John.8.29,John viii. 29
volume_1,ignatius,epistles_of_ignatius,1Cor,1Cor,11,1,new_testament,Bible:1Cor.11.1,1 Cor. xi. 1
volume_1,ignatius,epistles_of_ignatius,John,John,17,11,new_testament,Bible:John.17.11-John.17.12,"John xvii. 11, 12"
volume_1,ignatius,epistles_of_ignatius,Matt,Matt,18,19,new_testament,Bible:Matt.18.19,Matt. xviii. 19
volume_1,ignatius,epistles_of_ignatius,Prov,Prov,3,34,old_testament_or_other,Bible:Prov.3.34,Prov. iii. 34
volume_1,ignatius,epistles_of_ignatius,Jas,Jas,4,6,new_testament,Bible:Jas.4.6,Jas. iv. 6
volume_1,ignatius,epistles_of_ignatius,1Pet,1Pet,5,5,new_testament,Bible:1Pet.5.5,1 Pet. v. 5
volume_1,ignatius,epistles_of_ignatius,Matt,Matt,7,15,new_testament,Bible:Matt.7.15,Matt. vii. 15
volume_1,ignatius,epistles_of_ignatius,John,John,3,36,new_testament,Bible:John.3.36,John iii. 36
volume_1,ignatius,epistles_of_ignatius,Matt,Matt,24,25,new_testament,Bible:Matt.24.25,Matt. xxiv. 25
volume_1,ignatius,epistles_of_ignatius,Prov,Prov,22,29,old_testament_or_other,Bible:Prov.22.29,Prov. xxii. 29
volume_1,ignatius,epistles_of_ignatius,Eph,Eph,4,4,new_testament,Bible:Eph.4.4,Eph. iv. 4
volume_1,ignatius,epistles_of_ignatius,Eph,Eph,4,5,new_testament,Bible:Eph.4.5-Eph.4.6,"Eph. iv. 5, 6"
volume_1,ignatius,epistles_of_ignatius,Prov,Prov,10,25,old_testament_or_other,Bible:Prov.10.25,Prov. x. 25
volume_1,ignatius,epistles_of_ignatius,Prov,Prov,11,3,old_testament_or_other,Bible:Prov.11.3,Prov. xi. 3
volume_1,ignatius,epistles_of_ignatius,Isa,Isa,56,10,old_testament_or_other,Bible:Isa.56.10,Isa. lvi. 10
volume_1,ignatius,epistles_of_ignatius,John,John,1,14,new_testament,Bible:John.1.14,John i. 14
volume_1,ignatius,epistles_of_ignatius,1Cor,1Cor,4,13,new_testament,Bible:1Cor.4.13,1 Cor. iv. 13
volume_1,ignatius,epistles_of_ignatius,1Tim,1Tim,4,10,new_testament,Bible:1Tim.4.10,1 Tim. iv. 10
volume_1,ignatius,epistles_of_ignatius,1Pet,1Pet,2,5,new_testament,Bible:1Pet.2.5,1 Pet. ii. 5
volume_1,ignatius,epistles_of_ignatius,John,John,12,32,new_testament,Bible:John.12.32,John xii. 32
volume_1,ignatius,epistles_of_ignatius,John,John,14,24,new_testament,Bible:John.14.24,John xiv. 24
volume_1,ignatius,epistles_of_ignatius,John,John,16,13,new_testament,Bible:John.16.13,John xvi. 13
volume_1,ignatius,epistles_of_ignatius,John,John|John,17,4,new_testament,Bible:John.17.4 Bible:John.17.6,"John xvii. 4, 6"
volume_1,ignatius,epistles_of_ignatius,John,John,16,14,new_testament,Bible:John.16.14,John xvi. 14
volume_1,ignatius,epistles_of_ignatius,Ps,Ps,119,1,old_testament_or_other,Bible:Ps.119.1,Ps. cxix. 1
volume_1,ignatius,epistles_of_ignatius,John,John,14,6,new_testament,Bible:John.14.6,John xiv. 6
volume_1,ignatius,epistles_of_ignatius,1Pet,1Pet,2,9,new_testament,Bible:1Pet.2.9,1 Pet. ii. 9
volume_1,ignatius,epistles_of_ignatius,Eph,Eph,1,1,new_testament,Bible:Eph.1.1,Eph. i. 1
volume_1,ignatius,epistles_of_ignatius,Col,Col,1,23,new_testament,Bible:Col.1.23,Col. i. 23
volume_1,ignatius,epistles_of_ignatius,Jer,Jer,8,4,old_testament_or_other,Bible:Jer.8.4,Jer. viii. 4
volume_1,ignatius,epistles_of_ignatius,Jer,Jer,15,19,old_testament_or_other,Bible:Jer.15.19,Jer. xv. 19
volume_1,ignatius,epistles_of_ignatius,Matt,Matt,5,4,new_testament,Bible:Matt.5.4,Matt. v. 4
volume_1,ignatius,epistles_of_ignatius,Num,Num,12,3,old_testament_or_other,Bible:Num.12.3,Num. xii. 3
volume_1,ignatius,epistles_of_ignatius,Ps,Ps,131,2,old_testament_or_other,Bible:Ps.131.2,Ps. cxxxi. 2
volume_1,ignatius,epistles_of_ignatius,2Tim,2Tim,2,24,new_testament,Bible:2Tim.2.24-2Tim.2.25,"2 Tim. ii. 24, 25"
volume_1,ignatius,epistles_of_ignatius,Ps,Ps,7,4,old_testament_or_other,Bible:Ps.7.4,Ps. vii. 4
volume_1,ignatius,epistles_of_ignatius,1Pet,1Pet,2,23,new_testament,Bible:1Pet.2.23,1 Pet. ii. 23
volume_1,ignatius,epistles_of_ignatius,Luke,Luke,23,34,new_testament,Bible:Luke.23.34,Luke xxiii. 34
volume_1,ignatius,epistles_of_ignatius,1Pet,1Pet,4,7,new_testament,Bible:1Pet.4.7,1 Pet. iv. 7
volume_1,ignatius,epistles_of_ignatius,Rom,Rom,2,4,new_testament,Bible:Rom.2.4,Rom. ii. 4
volume_1,ignatius,epistles_of_ignatius,Phil,Phil,3,10,new_testament,Bible:Phil.3.10,Phil. iii. 10
volume_1,ignatius,epistles_of_ignatius,Matt,Matt,23,35,new_testament,Bible:Matt.23.35,Matt. xxiii. 35
volume_1,ignatius,epistles_of_ignatius,Acts,Acts,9,15,new_testament,Bible:Acts.9.15,Acts ix. 15
volume_1,ignatius,epistles_of_ignatius,Eph,Eph,6,16,new_testament,Bible:Eph.6.16,Eph. vi. 16
volume_1,ignatius,epistles_of_ignatius,Eph,Eph,6,12,new_testament,Bible:Eph.6.12,Eph. vi. 12
volume_1,ignatius,epistles_of_ignatius,1Tim,1Tim,1,14,new_testament,Bible:1Tim.1.14,1 Tim. i. 14
volume_1,ignatius,epistles_of_ignatius,1Tim,1Tim,1,5,new_testament,Bible:1Tim.1.5,1 Tim. i. 5
volume_1,ignatius,epistles_of_ignatius,1John,1John,3,7,new_testament,Bible:1John.3.7,1 John iii. 7
volume_1,ignatius,epistles_of_ignatius,Matt,Matt,12,33,new_testament,Bible:Matt.12.33,Matt. xii. 33
volume_1,ignatius,epistles_of_ignatius,Luke,Luke,10,27,new_testament,Bible:Luke.10.27,Luke x. 27
volume_1,ignatius,epistles_of_ignatius,1Cor,1Cor,6,19,new_testament,Bible:1Cor.6.19,1 Cor. vi. 19
volume_1,ignatius,epistles_of_ignatius,1Cor,1Cor,4,20,new_testament,Bible:1Cor.4.20,1 Cor. iv. 20
volume_1,ignatius,epistles_of_ignatius,Rom,Rom,10,10,new_testament,Bible:Rom.10.10,Rom. x. 10
volume_1,ignatius,epistles_of_ignatius,Matt,Matt,5,19,new_testament,Bible:Matt.5.19,Matt. v. 19
volume_1,ignatius,epistles_of_ignatius,2Cor,2Cor,8,18,new_testament,Bible:2Cor.8.18,2 Cor. viii. 18
volume_1,ignatius,epistles_of_ignatius,Jas,Jas,1,16,new_testament,Bible:Jas.1.16,Jas. i. 16
volume_1,ignatius,epistles_of_ignatius,1Cor,1Cor,6,9,new_testament,Bible:1Cor.6.9-1Cor.6.10,"1 Cor. vi. 9, 10"
volume_1,ignatius,epistles_of_ignatius,Deut,Deut,32,15,old_testament_or_other,Bible:Deut.32.15,Deut. xxxii. 15
volume_1,ignatius,epistles_of_ignatius,2Cor,2Cor,6,14,new_testament,Bible:2Cor.6.14-2Cor.6.16,2 Cor. vi. 14–16
volume_1,ignatius,epistles_of_ignatius,John,John,12,7,new_testament,Bible:John.12.7,John xii. 7
volume_1,ignatius,epistles_of_ignatius,Song,Song,1,3,old_testament_or_other,Bible:Song.1.3-Song.1.4,"Cant. i. 3, 4"
volume_1,ignatius,epistles_of_ignatius,1Cor,1Cor,1,18,new_testament,Bible:1Cor.1.18,1 Cor. i. 18
volume_1,ignatius,epistles_of_ignatius,1Cor,1Cor,1,20,new_testament,Bible:1Cor.1.20,1 Cor. i. 20
volume_1,ignatius,epistles_of_ignatius,Col,Col,1,25,new_testament,Bible:Col.1.25,Col. i. 25
volume_1,ignatius,epistles_of_ignatius,1Tim,1Tim,1,4,new_testament,Bible:1Tim.1.4,1 Tim. i. 4
volume_1,ignatius,epistles_of_ignatius,Isa,Isa,7,14,old_testament_or_other,Bible:Isa.7.14,Isa. vii. 14
volume_1,ignatius,epistles_of_ignatius,Matt,Matt,1,23,new_testament,Bible:Matt.1.23,Matt. i. 23
volume_1,ignatius,epistles_of_ignatius,Col,Col,1,15,new_testament,Bible:Col.1.15,Col. i. 15
volume_1,ignatius,epistles_of_ignatius,Gal,Gal,4,9,new_testament,Bible:Gal.4.9,Gal. iv. 9
volume_1,ignatius,epistles_of_ignatius,1Cor,1Cor,10,13,new_testament,Bible:1Cor.10.13,1 Cor. x. 13
volume_1,ignatius,epistles_of_ignatius,Job,Job,32,8,old_testament_or_other,Bible:Job.32.8-Job.32.9,"Job xxxii. 8, 9"
volume_1,ignatius,epistles_of_ignatius,1Sam,1Sam,3,1,old_testament_or_other,Bible:1Sam.3.1,1 Sam. iii. 1
volume_1,ignatius,epistles_of_ignatius,Jer,Jer,1,7,old_testament_or_other,Bible:Jer.1.7,Jer. i. 7
volume_1,ignatius,epistles_of_ignatius,1Kgs,1Kgs,3,16,old_testament_or_other,Bible:1Kgs.3.16,1 Kings iii. 16
volume_1,ignatius,epistles_of_ignatius,2Kgs,2Kgs|2Kgs,22,,old_testament_or_other,Bible:2Kgs.22 Bible:2Kgs.23,"2 Kings xxii., xxiii."
volume_1,ignatius,epistles_of_ignatius,Sus,Sus,1,52,deuterocanonical,Bible:Sus.1.52,Susanna 52
volume_1,ignatius,epistles_of_ignatius,1Tim,1Tim,4,12,new_testament,Bible:1Tim.4.12,1 Tim. iv. 12
volume_1,ignatius,epistles_of_ignatius,1Sam,1Sam,8,7,old_testament_or_other,Bible:1Sam.8.7,1 Sam. viii. 7
volume_1,ignatius,epistles_of_ignatius,Exod,Exod,16,8,old_testament_or_other,Bible:Exod.16.8,Ex. xvi. 8
volume_1,ignatius,epistles_of_ignatius,Num,Num,16,1,old_testament_or_other,Bible:Num.16.1,Num. xvi. 1
volume_1,ignatius,epistles_of_ignatius,Num,Num,16,31,old_testament_or_other,Bible:Num.16.31,Num. xvi. 31
volume_1,ignatius,epistles_of_ignatius,2Sam,2Sam,18,14,old_testament_or_other,Bible:2Sam.18.14,2 Sam. xviii. 14
volume_1,ignatius,epistles_of_ignatius,2Sam,2Sam,20,22,old_testament_or_other,Bible:2Sam.20.22,2 Sam. xx. 22
volume_1,ignatius,epistles_of_ignatius,2Chr,2Chr,26,20,old_testament_or_other,Bible:2Chr.26.20,2 Chron. xxvi. 20
volume_1,ignatius,epistles_of_ignatius,1Sam,1Sam,13,11,old_testament_or_other,Bible:1Sam.13.11,1 Sam. xiii. 11
volume_1,ignatius,epistles_of_ignatius,Luke,Luke,6,46,new_testament,Bible:Luke.6.46,Luke vi. 46
volume_1,ignatius,epistles_of_ignatius,Dan,Dan,2,44,old_testament_or_other,Bible:Dan.2.44,Dan. ii. 44
volume_1,ignatius,epistles_of_ignatius,Dan,Dan|Dan,7,14,old_testament_or_other,Bible:Dan.7.14 Bible:Dan.7.27,"Dan. vii. 14, 27"
volume_1,ignatius,epistles_of_ignatius,John,John,5,30,new_testament,Bible:John.5.30,John v. 30
volume_1,ignatius,epistles_of_ignatius,2Cor,2Cor,5,17,new_testament,Bible:2Cor.5.17,2 Cor. v. 17
volume_1,ignatius,epistles_of_ignatius,Matt,Matt,27,52,new_testament,Bible:Matt.27.52,Matt. xxvii. 52
volume_1,ignatius,epistles_of_ignatius,John,John,5,46,new_testament,Bible:John.5.46,John v. 46
volume_1,ignatius,epistles_of_ignatius,John,John|John,8,56,new_testament,Bible:John.8.56 Bible:John.8.58,"John viii. 56, 58"
volume_1,ignatius,epistles_of_ignatius,Isa,Isa,35,4,old_testament_or_other,Bible:Isa.35.4,Isa. xxxv. 4
volume_1,ignatius,epistles_of_ignatius,2Thess,2Thess,3,10,new_testament,Bible:2Thess.3.10,2 Thess. iii. 10
volume_1,ignatius,epistles_of_ignatius,Gen,Gen,3,19,old_testament_or_other,Bible:Gen.3.19,Gen. iii. 19
volume_1,ignatius,epistles_of_ignatius,Ps,Ps,6,,old_testament_or_other,Bible:Ps.6,Ps. vi.
volume_1,ignatius,epistles_of_ignatius,Ps,Ps,12,,old_testament_or_other,Bible:Ps.12,Ps. xii.
volume_1,ignatius,epistles_of_ignatius,Phil,Phil,3,18,new_testament,Bible:Phil.3.18-Phil.3.19,"Phil. iii. 18, 19"
volume_1,ignatius,epistles_of_ignatius,2Tim,2Tim,3,4,new_testament,Bible:2Tim.3.4,2 Tim. iii. 4
volume_1,ignatius,epistles_of_ignatius,Ps,Ps,130,3,old_testament_or_other,Bible:Ps.130.3,Ps. cxxx. 3
volume_1,ignatius,epistles_of_ignatius,Isa,Isa|Isa,62,2,old_testament_or_other,Bible:Isa.62.2 Bible:Isa.62.12,"Isa. lxii. 2, 12"
volume_1,ignatius,epistles_of_ignatius,Acts,Acts,11,26,new_testament,Bible:Acts.11.26,Acts xi. 26
volume_1,ignatius,epistles_of_ignatius,1Cor,1Cor,5,7,new_testament,Bible:1Cor.5.7,1 Cor. v. 7
volume_1,ignatius,epistles_of_ignatius,Matt,Matt,3,9,new_testament,Bible:Matt.3.9,Matt. iii. 9
volume_1,ignatius,epistles_of_ignatius,Isa,Isa,41,8,old_testament_or_other,Bible:Isa.41.8,Isa. xli. 8
volume_1,ignatius,epistles_of_ignatius,Jas,Jas,2,23,new_testament,Bible:Jas.2.23,Jas. ii. 23
volume_1,ignatius,epistles_of_ignatius,Gen,Gen,28,14,old_testament_or_other,Bible:Gen.28.14,Gen. xxviii. 14
volume_1,ignatius,epistles_of_ignatius,Acts,Acts,13,48,new_testament,Bible:Acts.13.48,Acts xiii. 48
volume_1,ignatius,epistles_of_ignatius,1Tim,1Tim,1,1,new_testament,Bible:1Tim.1.1,1 Tim. i. 1
